0,0.724871,0.718114
1,0.727811,0.723434
2,0.728328,0.7233
3,0.729001,0.72404
4,0.729001,0.724242
5,0.72936,0.724781
6,0.729293,0.723906
7,0.729158,0.7233
8,0.731201,0.724916
9,0.733042,0.726465
10,0.73385,0.727071
11,0.732952,0.726397
12,0.733244,0.726936
13,0.733984,0.727811
14,0.73459,0.728889
15,0.735713,0.728552
16,0.736768,0.72936
17,0.738384,0.730842
18,0.740673,0.732997
19,0.740898,0.733266
20,0.742245,0.734882
21,0.742918,0.735623
22,0.743591,0.736162
23,0.744983,0.737374
24,0.745499,0.737643
25,0.746734,0.739327
26,0.747116,0.739192
27,0.747767,0.739865
28,0.747632,0.739798
29,0.748642,0.740606
30,0.748889,0.740875
31,0.749585,0.74101
32,0.751156,0.74202
33,0.751313,0.741616
34,0.752211,0.742492
35,0.752054,0.74229
36,0.75248,0.742424
37,0.753827,0.744444
38,0.754478,0.744983
39,0.755174,0.74532
40,0.755735,0.745791
41,0.756588,0.746869
42,0.757015,0.747609
43,0.757643,0.747879
44,0.757688,0.748418
45,0.7578,0.749158
46,0.758025,0.749091
47,0.758833,0.749226
48,0.758361,0.749024
49,0.758541,0.749226
50,0.75899,0.749495
51,0.759529,0.750034
52,0.759686,0.749966
53,0.760292,0.750168
54,0.761324,0.750707
55,0.76119,0.750572
56,0.761279,0.751044
57,0.761661,0.75138
58,0.762828,0.752593
59,0.7633,0.753064
60,0.763636,0.754007
61,0.763816,0.753737
62,0.764018,0.754411
63,0.76431,0.754343
64,0.764512,0.754209
65,0.765589,0.755623
66,0.766173,0.756633
67,0.766644,0.75697
68,0.766936,0.756835
69,0.767542,0.757374
70,0.768373,0.758316
71,0.768911,0.758519
72,0.769248,0.758855
73,0.769652,0.759125
74,0.770303,0.759933
75,0.770281,0.760135
76,0.770662,0.760135
77,0.771201,0.760875
78,0.771336,0.760808
79,0.771223,0.76101
80,0.771538,0.761279
81,0.771493,0.761145
82,0.771425,0.761886
83,0.771897,0.761616
84,0.772121,0.761481
85,0.772256,0.761818
86,0.772862,0.762088
87,0.772952,0.761953
88,0.772682,0.762155
89,0.773019,0.76202
90,0.773782,0.762559
91,0.773648,0.762896
92,0.77385,0.762694
93,0.774613,0.7633
94,0.77477,0.763838
95,0.775466,0.764714
96,0.775556,0.764983
97,0.77596,0.765455
98,0.776027,0.765455
99,0.776027,0.765253
100,0.776409,0.765724
101,0.776364,0.765657
102,0.776633,0.766128
103,0.776655,0.765993
104,0.777329,0.766195
105,0.777441,0.765993
106,0.777576,0.765993
107,0.77807,0.76633
108,0.778092,0.766128
109,0.778541,0.766465
110,0.778653,0.766263
111,0.778653,0.766263
112,0.7789,0.766465
113,0.779057,0.766734
114,0.7789,0.766734
115,0.779012,0.766734
116,0.779214,0.767138
117,0.779529,0.767609
118,0.779798,0.767407
119,0.779776,0.767273
120,0.779955,0.76734
121,0.779888,0.767542
122,0.780045,0.767811
123,0.78009,0.767879
124,0.780045,0.767744
125,0.780359,0.767946
126,0.780292,0.767811
127,0.780808,0.767879
128,0.78092,0.767879
129,0.781257,0.767677
130,0.781437,0.767946
131,0.781481,0.767946
132,0.781481,0.768013
133,0.781616,0.767946
134,0.781728,0.768215
135,0.781616,0.76862
136,0.782245,0.768485
137,0.782424,0.76835
138,0.782738,0.768148
139,0.782873,0.76835
140,0.783255,0.768215
141,0.783232,0.768283
142,0.783659,0.769024
143,0.783906,0.76862
144,0.784332,0.768687
145,0.784579,0.768754
146,0.784691,0.768956
147,0.784781,0.769024
148,0.784961,0.769428
149,0.785297,0.770034
150,0.785342,0.770034
151,0.785948,0.770101
152,0.786061,0.770438
153,0.786128,0.770438
154,0.78624,0.77037
155,0.786308,0.77037
156,0.78651,0.77064
157,0.786689,0.771044
158,0.786801,0.771111
159,0.787093,0.771111
160,0.78734,0.771111
161,0.78743,0.770976
162,0.787138,0.771178
163,0.787205,0.771246
164,0.787295,0.771246
165,0.787452,0.77138
166,0.787565,0.77138
167,0.787722,0.771448
168,0.787856,0.771448
169,0.788013,0.771448
170,0.788081,0.771582
171,0.788395,0.771785
172,0.788485,0.771717
173,0.788642,0.771448
174,0.788844,0.771717
175,0.788934,0.771987
176,0.788911,0.771852
177,0.789091,0.772054
178,0.789315,0.772189
179,0.78927,0.772256
180,0.78936,0.772391
181,0.789338,0.772525
182,0.789585,0.772593
183,0.789652,0.772458
184,0.789854,0.772458
185,0.789832,0.772458
186,0.789899,0.772795
187,0.789966,0.772795
188,0.790258,0.772862
189,0.790393,0.772929
190,0.790617,0.773333
191,0.790774,0.773333
192,0.790909,0.773064
193,0.791538,0.773603
194,0.791605,0.773603
195,0.791785,0.77367
196,0.791807,0.773939
197,0.792121,0.773939
198,0.792099,0.773939
199,0.792256,0.773805
200,0.792189,0.773737
201,0.792256,0.773805
202,0.792413,0.773737
203,0.792503,0.773737
204,0.79275,0.773939
205,0.79284,0.774074
206,0.792884,0.774141
207,0.793042,0.774007
208,0.792997,0.774007
209,0.793288,0.774209
