0,0.6634161947257673,
1,0.591854026785433,
2,0.569871553732428,
3,0.5624936874670279,
4,0.5498538644599961,
5,0.546473249825692,
6,0.5386354950967234,
7,0.5361577504734766,
8,0.5317359471645015,
9,0.5270393923097942,
10,0.5240950564428957,
11,0.5239633251336071,
12,0.5216827304721123,
13,0.5183768689670613,
14,0.5223830288385909,
15,0.5173000735863517,
16,0.515223920569861,
17,0.5172293250452485,
18,0.5114990975281354,
19,0.5178853590355705,
20,0.5106062201180436,
21,0.504678959592469,
22,0.5067448268840309,
23,0.5079418555684216,
24,0.5116789211599092,
25,0.5066998056249153,
26,0.5027765176123272,
27,0.5021015846792795,
28,0.5060959653371423,
29,0.5038899422334283,
30,0.5024453815995343,
31,0.5031105290905855,
32,0.5055089894226446,
33,0.5066995075267109,
34,0.5035789059540733,
35,0.5048340743960118,
36,0.499910750642948,
37,0.5058776978021591,
38,0.5045273585148334,
39,0.5017346498614377,
40,0.5005805746400017,
41,0.5009874640183817,
42,0.49526673205864763,
43,0.4969164172637452,
44,0.49987048796711187,
45,0.5045693133999157,
46,0.49665110738413665,
47,0.4953598158399361,
48,0.4990618081061113,
49,0.4998550871666756,
50,0.4971181776055823,
51,0.49760474969014185,
52,0.49720311040651716,
53,0.4964858169930229,
54,0.5030610514823982,
55,0.4984926470383496,
56,0.4945298572158715,
57,0.4991004980942897,
58,0.500115650338658,
59,0.4986511377263183,
60,0.49521873894559354,
61,0.4977652197061425,
62,0.49722407756413206,
63,0.4970838042899848,
64,0.5002171186256916,
65,0.4974804266673979,
66,0.49516985320687373,
67,0.4970428612584554,
68,0.4985270557145578,
69,0.49356224764786566,
70,0.49635827998284515,
71,0.4968266483856283,
72,0.4999799096936619,
73,0.4959687626720672,
74,0.5011066578747326,
75,0.4969999594844029,
76,0.4919794443844135,
